id,split,MSA,EGY,EGY Translation
12331,corpus-6-test-corpus-26-train,نحن مهتمون بالأزياء .,احنا بنحب مجال الفاشون.,نحن مهتمون بالأزياء.
12333,corpus-6-test-corpus-26-train,هل يمكنك أن تجر سيارتي ؟,ممكن تسحب معايا؟,هل يمكنك أن تجر سيارتي ؟
12345,corpus-6-test-corpus-26-train,أهذه عيادة إف ؟,دي عيادة إف؟,أهذه عيادة إف ؟
12364,corpus-6-test-corpus-26-train,مرحبا يا سيدة ياماجوتشي ؟ فريقك على الخط . قبلت دعوتك . استمر من فضلك .,أهلا، أستاذ ياماجوتشي؟ الطرف التاني ع الخط. اتصال حضرتك اتقبل. اتفضلي، لو سمحتي.,مرحبا يا سيدة ياماجوتشي ؟ فريقك على الخط.
12391,corpus-6-test-corpus-26-test,من أين يسعني شراء تذكرة توصيل بالكوبون ؟,أشتري منين تذكرة تزلج الجبل؟,من أين يسعني شراء تذكرة توصيل بالكوبون ؟
12396,corpus-6-test-corpus-26-train,متى نصل إلى لوس أنجلوس ؟,هانوصل لوس انجلوس الساعة كام؟,متى نصل إلى لوس أنجلوس ؟
12403,corpus-6-test-corpus-26-train,سر في نفس الاتجاه حوالي خمس دقائق ثم لف لجهة اليسار .,أمشي على طول حوالي خمسة دقايق، وادخل شمال.,سر في نفس الاتجاه حوالي خمس دقائق ثم لف لجهة اليسار
12416,corpus-6-test-corpus-26-train,إنه في هذا الطريق في اتجاه الشاطئ .,هو ده الطريق اللي بيودي للبحر.,إنه في هذا الطريق في اتجاه الشاطئ.
12420,corpus-6-test-corpus-26-train,هذا الشاي العشبي يساعد الجسم على استعادة نشاطه .,شاي الأعشاب ده بيساعد الجسم يستعيد حيويته.,هذا الشاي العشبي يساعد الجسم على استعادة نشاطه 
12421,corpus-6-test-corpus-26-train,لم تصنع هذه باليابان ، أليس كذلك ؟,الحاجات دي مش مصنوعة في اليابان، مش كدة؟,لم تصنع هذه باليابان ، أليس كذلك ؟
12443,corpus-6-test-corpus-26-train,حسناً . خذ هذا الاتجاه . من فضلك ، سأوصلك إلى غرفتك .,تمام. من هنا لو سمحت. هاوريك أوضتك فين.,حسناً. خذ هذا الاتجاه. من فضلك
12479,corpus-6-test-corpus-26-train,علىّ مغادرة الفندق قبل الظهر .,لازم أسيب الأوتيل قبل الضهر.,علىّ مغادرة الفندق قبل الظهر.
12495,corpus-6-test-corpus-26-train,نريد اثنين هامبورجر واثنين قهوة ، من فضلك ، نريد تناولها خارج المحل .,اتنين هامبورجر واتنين قهوة، لو سمحت. عايزهم تيك اواي.,نريد اثنين هامبورجر واثنين قهوة ، من فضلك
12510,corpus-6-test-corpus-26-train,هل يسعني أن استمر في حمل هاتين الحقيبتين ؟,ممكن آخد الشنتطتين دول معايا؟,هل يسعني أن استمر في حمل هاتين الحقيبتين ؟
12527,corpus-6-test-corpus-26-train,لقد طلبت لحما لا سمكا . هل يمكنك تغيير هذا ؟,أنا طلبت لحمة، مش سمك. ممكن تغيرلي ده؟,لقد طلبت لحما لا سمكا. هل يمكنك تغيير هذا
12546,corpus-6-test-corpus-26-train,إن طفلي قد أصابه الإعياء الشديد .,ابني محطم تماما.,إن طفلي قد أصابه الإعياء الشديد.
12551,corpus-6-test-corpus-26-train,أشعر بالغثيان .,عايز أرجع.,أشعر بالغثيان.
12556,corpus-6-test-corpus-26-train,هذا الجاكت ليس مقاسي .,الجاكيت ده مش مقاسي.,هذا الجاكت ليس مقاسي.
12557,corpus-6-test-corpus-26-train,أريد لقاء السيد ويليم .,عايز أقابل استاذ ويليام.,أريد لقاء السيد ويليم.
12560,corpus-6-test-corpus-26-train,إن بها تشكيلة من سبعة فيتامينات ومعادن .,فيه مجموعة من سبع فيتامينات ومعادن.,إن بها تشكيلة من سبعة فيتامينات ومعادن.
12562,corpus-6-test-corpus-26-test,"إن "" السنة "" متقلقلة .",السنة ملخلخة.,"إن "" السنة "" متقلقلة."
12589,corpus-6-test-corpus-26-train,هل سأسترد ما أنفقت عند عودتي إلى اليابان ؟,ممكن أسترجع فلوسي لما أرجع اليابان؟,هل سأسترد ما أنفقت عند عودتي إلى اليابان ؟
12599,corpus-6-test-corpus-26-train,ما هي مكونات هذا الطبق ؟,الطبق ده معمول من ايه؟,ما هي مكونات هذا الطبق ؟
12603,corpus-6-test-corpus-26-train,في أي الدول صنعت هذه .,ده صنع فين؟,في أي الدول صنعت هذه.
12608,corpus-6-test-corpus-26-train,أيمكنك الانتهاء من ذلك بعد عشر دقائق ؟,تقدر تخلصه في عشر دقايق؟,أيمكنك الانتهاء من ذلك بعد عشر دقائق ؟
12611,corpus-6-test-corpus-26-dev,لا أجيد الإنجليزية . هل ثمة من يتحدث اليابانية هنا ؟,أنا مش كويس في الانجليزي. مفيش أي حد بيتكلم ياباني هنا؟,لا أجيد الإنجليزية. هل ثمة من يتحدث اليابانية 
12615,corpus-6-test-corpus-26-train,من أني يمكنني الحصول على مسكوكة لركوب المترو ؟,أجيب عملة المترو منين؟,من أني يمكنني الحصول على مسكوكة لركوب المترو 
12638,corpus-6-test-corpus-26-train,سنبعث لك بالبريد عشرين عينة إضافية .,عشرين نموذج إضافيين هايتبعتولك بالبريد.,سنبعث لك بالبريد عشرين عينة إضافية.
12644,corpus-6-test-corpus-26-train,لا أعتقد أن ذلك يناسبني فجلدي جاف إلى حد ما .,ماعتقدش إن ده ليا عشان أنا بشرتي جافة.,لا أعتقد أن ذلك يناسبني فجلدي جاف إلى حد ما
12650,corpus-6-test-corpus-26-train,أيمكنني الحصول على جدول زمني ، من فضلك ؟,مكن آخد جدول مواعيد، لو سمحت؟,أيمكنني الحصول على جدول زمني ، من فضلك ؟
12658,corpus-6-test-corpus-26-dev,أجل ، أظن أني سوف أنظر .,آه، أعتقد إني هاستنى.,أجل ، أظن أني سوف أنظر.
12671,corpus-6-test-corpus-26-train,تسعة وتسعون دولاراً في الساعة للطفل ؟,تسعة وتسعين دولار الساعة للطفل.,تسعة وتسعون دولاراً في الساعة للطفل ؟
12672,corpus-6-test-corpus-26-train,آسف لقد نفذ هذا الصنف لدينا .,أنا آسف. بعناه.,آسف لقد نفذ هذا الصنف لدينا.
12677,corpus-6-test-corpus-26-train,لابد أن تكون هادئة .,لازم يكون هادي.,لابد أن تكون هادئة.
12678,corpus-6-test-corpus-26-dev,لدي معداتي الخاصة .,أنا معايا أدواتي.,لدي معداتي الخاصة.
12679,corpus-6-test-corpus-26-train,أريد مفتاح الغرفة خمسة صفر ثلاثة ، من فضلك .,مفتاح الأوضة، خمسة زيرو تلاتة، لو سمحت.,"أريد مفتاح الغرفة خمسة صفر ثلاثة, من فضل"
12699,corpus-6-test-corpus-26-test,"متى يجري عرض فيلم "" رجل المحطة الأخيرة "" ؟",إمتى هايتعرض ترمينال مان؟,"متى يجري عرض فيلم "" رجل المحطة الأخيرة "" ؟"
12701,corpus-6-test-corpus-26-train,أين الحلاق ؟,محل الحلاق فين؟,أين الحلاق ؟
12708,corpus-6-test-corpus-26-train,في الساعة السابعة ، من فضلك .,الساعة سبعة، لو سمحت.,في الساعة السابعة ، من فضلك.
12712,corpus-6-test-corpus-26-train,لقد أتلفت حقيبتي .,شنطتي باظت خالص.,لقد أتلفت حقيبتي.
12713,corpus-6-test-corpus-26-train,لمشاهدة المعالم .,سياحة.,لمشاهدة المعالم.
12732,corpus-6-test-corpus-26-train,إني من إسبانيا .,أنا جاي من اسبانيا.,إني من إسبانيا.
12750,corpus-6-test-corpus-26-dev,إن ثمة خطأ ما في بطاقة المفتاح هذه ، أعطني غيره ، من فضلك .,في حاجة غلط في كارت المفتاح، ممكن تديلي واحد تاني، من فضلك؟,"إن ثمة خطأ ما في بطاقة المفتاح هذه, أعط"
12755,corpus-6-test-corpus-26-dev,هناك طفح على ذراعي .,عندي طفح على دراعي.,هناك طفح على ذراعي.
12761,corpus-6-test-corpus-26-train,أرجو أن تبعث هذا بالبريد الجوي إلى اليابان .,ابعت ده بالبريد الجوي لليابان، لو سمحت.,أرجو أن تبعث هذا بالبريد الجوي إلى اليابان.
12766,corpus-6-test-corpus-26-test,أين أقرب صيدلية ؟,فين أقرب صيدلية؟,أين أقرب صيدلية ؟
12770,corpus-6-test-corpus-26-dev,مزيد من النبيذ ، من فضلك .,نبيت تاني، من فضلك.,مزيد من النبيذ ، من فضلك.
12773,corpus-6-test-corpus-26-train,إن الناس ودودون جداً .,الناس لطاف جدا.,إن الناس ودودون جداً.
12776,corpus-6-test-corpus-26-test,كم عدد المشروبات التي يغطيها السعر ؟,السعر شامل كام مشروب؟,كم عدد المشروبات التي يغطيها السعر ؟
12777,corpus-6-test-corpus-26-test,لقد تمكنت ن تحقيق ذلك .,عملتها.,لقد تمكنت ن تحقيق ذلك.
12782,corpus-6-test-corpus-26-train,أين بوابة ركوب الطائرة بالنسبة لهذه الرحلة ؟,بوابة الطلوع للطيارة للرحلة دي منين؟,أين بوابة ركوب الطائرة بالنسبة لهذه الرحلة ؟
12790,corpus-6-test-corpus-26-test,"في حالة إمكان ذلك , احجز منضدة بالقرب من النافذة من فضلك .",لو واحد متاح، ممكن تحجزلي تربيزة جنب الشباك؟,"في حالة إمكان ذلك, احجز منضدة بالقرب من الناف"
12805,corpus-6-test-corpus-26-dev,هل أعلن بالفعل عن وجوب الصعود إلى الطائرة ؟,الاعلان عن الركوب اتقال؟,هل أعلن بالفعل عن وجوب الصعود إلى الطائرة ؟
12810,corpus-6-test-corpus-26-train,إننا على ارتفاع اثني عشر ألف قدم .,احنا على ارتفاع اتناشر ألف قدم.,إننا على ارتفاع اثني عشر ألف قدم.
12820,corpus-6-test-corpus-26-train,في البداية نود مشاهدة وول ستريت .,أولا، عايزين نشوف وال ستريت.,في البداية نود مشاهدة وول ستريت.
12822,corpus-6-test-corpus-26-train,أين محطة الحافلة التي تقصد أكسفورد ؟,موقف الباص اللي بيروح أوكسفورد منين؟,أين محطة الحافلة التي تقصد أكسفورد ؟
12823,corpus-6-test-corpus-26-train,سأنتظر حتى يتاح الجلوس في التراس .,هاستنى لحد ما التراس يبقى متاح.,سأنتظر حتى يتاح الجلوس في التراس.
12835,corpus-6-test-corpus-26-train,هل يمكننا أن نلقي نظرة على حافظات جلدية ؟,ممكن نشوف محافظ جلد؟,هل يمكننا أن نلقي نظرة على حافظات جلدية 
12861,corpus-6-test-corpus-26-dev,دعنا نشاهد التلفزيون . فيها مباراة بيسبول .,خلينا نتفرج على التليفزيون. في لعبة بيسبول.,دعنا نشاهد التلفزيون. فيها مباراة بيسبول.
12878,corpus-6-test-corpus-26-train,هل يمكنك كتابة عنوانك في هذا المكان ؟,ممكن تكتب العنوان اللي نوصلك فيه هنا؟,هل يمكنك كتابة عنوانك في هذا المكان ؟
